br_c,cop_c,zon_hlv,zon_mcls
C020004,C02,Z17,Z17018
D010001,D01,Z14,Z14004
D010002,D01,Z06,Z06013
D010003,D01,Z16,Z16016
D010004,D01,Z17,Z17021
D010005,D01,Z10,Z10028
D010006,D01,Z15,Z15003
D010007,D01,Z10,Z10008
D010008,D01,Z17,Z17011
D010009,D01,Z16,Z16015
D010011,D01,Z10,Z10002
D010012,D01,Z10,Z10020
D010013,D01,Z17,Z17020
D010014,D01,Z17,Z17006
D010015,D01,Z17,Z17023
D010016,D01,Z17,Z17018
D010017,D01,Z16,Z16006
D010018,D01,Z17,Z17012
D010020,D01,Z16,Z16008
D010021,D01,Z04,Z04004
D010022,D01,Z17,Z17009
D010023,D01,Z08,Z08014
D010024,D01,Z04,Z04003
D010025,D01,Z17,Z17009
D010026,D01,Z15,Z15001
D010028,D01,Z10,Z10023
D010029,D01,Z10,Z10001
D010030,D01,Z15,Z15004
D010031,D01,Z10,Z10001
D010032,D01,Z15,Z15003
D010033,D01,Z10,Z10046
D010034,D01,Z09,Z09001
D010035,D01,Z17,Z17001
D010036,D01,Z17,Z17002
D010037,D01,Z01,Z01005
D010038,D01,Z10,Z10039
D010039,D01,Z15,Z15003
D010040,D01,Z08,Z08011
D010042,D01,Z11,Z11018
D010043,D01,Z17,Z17009
D010044,D01,Z17,Z17006
D010045,D01,Z01,Z01018
D010046,D01,Z17,Z17002
D010047,D01,Z17,Z17014
D010048,D01,Z17,Z17007
D010049,D01,Z01,Z01007
D010050,D01,Z11,Z11001
D010051,D01,Z12,Z12021
D010052,D01,Z11,Z11001
D010053,D01,Z16,Z16015
D010054,D01,Z11,Z11001
D010055,D01,Z11,Z11002
D010056,D01,Z17,Z17012
D010057,D01,Z17,Z17009
D010058,D01,Z04,Z04009
D010059,D01,Z10,Z10007
D010061,D01,Z10,Z10041
D010062,D01,Z11,Z11013
D010063,D01,Z11,Z11009
D010064,D01,Z12,Z12005
D010065,D01,Z14,Z14001
D010066,D01,Z14,Z14007
D010067,D01,Z11,Z11022
D010068,D01,Z14,Z14005
D010069,D01,Z12,Z12018
D010070,D01,Z12,Z12002
D010071,D01,Z10,Z10006
D010072,D01,Z11,Z11004
D010073,D01,Z12,Z12010
D010074,D01,Z12,Z12005
D010075,D01,Z12,Z12019
D010076,D01,Z11,Z11015
D010077,D01,Z16,Z16009
D010078,D01,Z11,Z11024
D010079,D01,Z10,Z10021
D010080,D01,Z04,Z04008
D010081,D01,Z12,Z12017
D010082,D01,Z14,Z14003
D010083,D01,Z14,Z14002
D010084,D01,Z15,Z15003
D010085,D01,Z01,Z01003
D010086,D01,Z10,Z10044
D010087,D01,Z17,Z17025
D010088,D01,Z03,Z03004
D010090,D01,Z17,Z17016
D010091,D01,Z04,Z04008
D010092,D01,Z10,Z10002
D010093,D01,Z10,Z10002
D010094,D01,Z10,Z10017
D010095,D01,Z05,Z05011
D010096,D01,Z04,Z04009
D010097,D01,Z10,Z10007
D010098,D01,Z14,Z14004
D010099,D01,Z08,Z08002
D010100,D01,Z08,Z08002
D010101,D01,Z10,Z10006
D010102,D01,Z01,Z01001
D010103,D01,Z03,Z03005
D010104,D01,Z10,Z10047
D010105,D01,Z08,Z08011
D010106,D01,Z17,Z17019
D010107,D01,Z06,Z06013
D010108,D01,Z05,Z05004
D010109,D01,Z05,Z05004
D010110,D01,Z05,Z05011
D010111,D01,Z13,Z13004
D010112,D01,Z16,Z16016
D010113,D01,Z10,Z10007
D010114,D01,Z05,Z05014
D010115,D01,Z06,Z06014
D010116,D01,Z13,Z13004
D010117,D01,Z13,Z13005
D010118,D01,Z13,Z13002
D010119,D01,Z13,Z13005
D010120,D01,Z04,Z04011
D010121,D01,Z13,Z13001
D010122,D01,Z15,Z15004
D010123,D01,Z13,Z13004
D010124,D01,Z06,Z06012
D010125,D01,Z01,Z01005
D010126,D01,Z06,Z06013
D010127,D01,Z13,Z13004
D010128,D01,Z01,Z01018
D010129,D01,Z13,Z13005
D010130,D01,Z13,Z13001
D010131,D01,Z13,Z13005
D010132,D01,Z17,Z17010
D010133,D01,Z13,Z13005
D010134,D01,Z05,Z05011
D010135,D01,Z13,Z13002
D010136,D01,Z13,Z13005
D010137,D01,Z10,Z10024
D010138,D01,Z06,Z06003
D010139,D01,Z10,Z10007
D010140,D01,Z13,Z13004
D010141,D01,Z05,Z05009
D010142,D01,Z13,Z13002
D010143,D01,Z13,Z13001
D010144,D01,Z13,Z13003
D010145,D01,Z13,Z13002
D010146,D01,Z08,Z08014
D010147,D01,Z17,Z17020
D010148,D01,Z15,Z15003
D010149,D01,Z17,Z17022
D010150,D01,Z17,Z17022
D010151,D01,Z17,Z17002
D010152,D01,Z10,Z10008
D010153,D01,Z10,Z10008
D010154,D01,Z04,Z04007
D010155,D01,Z16,Z16012
D010156,D01,Z11,Z11001
D010157,D01,Z12,Z12019
D010158,D01,Z12,Z12019
D010159,D01,Z12,Z12019
D010160,D01,Z12,Z12019
D010161,D01,Z12,Z12019
D010162,D01,Z12,Z12013
D010163,D01,Z12,Z12019
D010164,D01,Z12,Z12019
D010165,D01,Z11,Z11012
D010166,D01,Z11,Z11004
D010167,D01,Z11,Z11004
D010168,D01,Z14,Z14001
D010169,D01,Z11,Z11004
D010170,D01,Z14,Z14005
D010171,D01,Z12,Z12019
D010172,D01,Z16,Z16002
D010173,D01,Z17,Z17005
D010174,D01,Z17,Z17009
D010175,D01,Z17,Z17022
D010176,D01,Z16,Z16009
D010177,D01,Z06,Z06001
D010178,D01,Z06,Z06002
D010179,D01,Z05,Z05011
D010180,D01,Z06,Z06002
D010181,D01,Z06,Z06013
D010182,D01,Z06,Z06002
D010183,D01,Z01,Z01018
D010185,D01,Z10,Z10009
D010186,D01,Z11,Z11010
D010187,D01,Z09,Z09005
D010188,D01,Z10,Z10011
D010189,D01,Z09,Z09011
D010190,D01,Z08,Z08014
D010191,D01,Z10,Z10009
D010192,D01,Z10,Z10019
D010193,D01,Z17,Z17006
D010194,D01,Z14,Z14005
D010195,D01,Z10,Z10020
D010196,D01,Z10,Z10037
D010197,D01,Z17,Z17022
D010198,D01,Z17,Z17003
D010199,D01,Z06,Z06003
D010200,D01,Z11,Z11012
D010201,D01,Z12,Z12016
D010202,D01,Z10,Z10028
D010203,D01,Z17,Z17004
D010204,D01,Z10,Z10010
D010205,D01,Z17,Z17001
D010206,D01,Z17,Z17018
D010208,D01,Z10,Z10016
D010209,D01,Z17,Z17002
D010210,D01,Z14,Z14007
D010211,D01,Z11,Z11004
D010212,D01,Z12,Z12011
D010213,D01,Z06,Z06002
D010214,D01,Z11,Z11015
D010215,D01,Z11,Z11004
D010216,D01,Z11,Z11004
D010217,D01,Z11,Z11013
D010218,D01,Z17,Z17008
D010219,D01,Z10,Z10001
D010220,D01,Z12,Z12017
D010221,D01,Z13,Z13004
D010222,D01,Z16,Z16003
D010223,D01,Z17,Z17017
D010224,D01,Z17,Z17012
D010225,D01,Z05,Z05009
D010226,D01,Z10,Z10011
D010227,D01,Z10,Z10011
D010228,D01,Z10,Z10011
D010229,D01,Z10,Z10025
D010230,D01,Z10,Z10011
D010231,D01,Z06,Z06004
D010232,D01,Z06,Z06004
D010233,D01,Z05,Z05013
D010234,D01,Z11,Z11008
D010235,D01,Z01,Z01002
D010236,D01,Z12,Z12021
D010237,D01,Z17,Z17018
D010238,D01,Z17,Z17009
D010239,D01,Z14,Z14007
D010240,D01,Z08,Z08004
D010241,D01,Z08,Z08004
D010242,D01,Z08,Z08004
D010243,D01,Z10,Z10007
D010244,D01,Z10,Z10011
D010245,D01,Z17,Z17012
D010246,D01,Z17,Z17021
D010247,D01,Z10,Z10028
D010248,D01,Z08,Z08006
D010249,D01,Z07,Z07001
D010250,D01,Z11,Z11013
D010251,D01,Z08,Z08006
D010252,D01,Z14,Z14003
D010253,D01,Z14,Z14004
D010254,D01,Z14,Z14008
D010255,D01,Z14,Z14003
D010256,D01,Z12,Z12013
D010257,D01,Z12,Z12019
D010258,D01,Z10,Z10025
D010259,D01,Z17,Z17009
D010260,D01,Z14,Z14004
D010261,D01,Z03,Z03004
D010262,D01,Z14,Z14006
D010263,D01,Z14,Z14004
D010264,D01,Z14,Z14008
D010265,D01,Z07,Z07001
D010266,D01,Z14,Z14002
D010267,D01,Z11,Z11004
D010268,D01,Z06,Z06012
D010269,D01,Z14,Z14002
D010271,D01,Z03,Z03004
D010272,D01,Z11,Z11017
D010273,D01,Z14,Z14004
D010274,D01,Z14,Z14003
D010275,D01,Z11,Z11012
D010276,D01,Z14,Z14004
D010277,D01,Z14,Z14003
D010278,D01,Z11,Z11005
D010279,D01,Z14,Z14002
D010280,D01,Z14,Z14005
D010281,D01,Z12,Z12019
D010282,D01,Z12,Z12015
D010283,D01,Z14,Z14008
D010284,D01,Z14,Z14005
D010285,D01,Z11,Z11001
D010286,D01,Z11,Z11012
D010287,D01,Z14,Z14007
D010288,D01,Z17,Z17007
D010289,D01,Z17,Z17020
D010290,D01,Z09,Z09013
D010291,D01,Z05,Z05011
D010292,D01,Z07,Z07002
D010293,D01,Z08,Z08004
D010294,D01,Z15,Z15004
D010295,D01,Z15,Z15004
D010296,D01,Z09,Z09009
D010297,D01,Z08,Z08014
D010298,D01,Z15,Z15005
D010299,D01,Z15,Z15004
D010300,D01,Z15,Z15003
D010301,D01,Z09,Z09011
D010302,D01,Z15,Z15005
D010303,D01,Z09,Z09011
D010304,D01,Z09,Z09011
D010305,D01,Z05,Z05009
D010306,D01,Z15,Z15004
D010307,D01,Z15,Z15005
D010308,D01,Z09,Z09007
D010309,D01,Z08,Z08011
D010310,D01,Z06,Z06004
D010311,D01,Z15,Z15003
D010312,D01,Z09,Z09006
D010313,D01,Z15,Z15003
D010314,D01,Z08,Z08015
D010315,D01,Z09,Z09003
D010316,D01,Z11,Z11019
D010317,D01,Z17,Z17003
D010318,D01,Z16,Z16004
D010319,D01,Z15,Z15003
D010320,D01,Z17,Z17006
D010321,D01,Z14,Z14004
D010322,D01,Z17,Z17002
D010323,D01,Z17,Z17005
D010324,D01,Z16,Z16013
D010325,D01,Z15,Z15002
D010327,D01,Z04,Z04009
D010328,D01,Z10,Z10023
D010329,D01,Z10,Z10041
D010330,D01,Z10,Z10047
D010331,D01,Z10,Z10047
D010332,D01,Z04,Z04006
D010333,D01,Z10,Z10047
D010334,D01,Z08,Z08009
D010335,D01,Z13,Z13001
D010336,D01,Z15,Z15005
D010337,D01,Z08,Z08002
D010338,D01,Z15,Z15004
D010339,D01,Z12,Z12014
D010340,D01,Z16,Z16015
D010341,D01,Z11,Z11004
D010342,D01,Z17,Z17018
D010343,D01,Z05,Z05013
D010344,D01,Z16,Z16003
D010345,D01,Z16,Z16007
D010346,D01,Z10,Z10026
D010347,D01,Z04,Z04003
D010348,D01,Z10,Z10003
D010349,D01,Z12,Z12019
D010350,D01,Z13,Z13003
D010351,D01,Z15,Z15004
D010352,D01,Z10,Z10002
D010353,D01,Z05,Z05008
D010354,D01,Z10,Z10010
D010355,D01,Z08,Z08006
D010356,D01,Z02,Z02001
D010357,D01,Z10,Z10041
D010358,D01,Z16,Z16006
D010359,D01,Z11,Z11016
D010360,D01,Z10,Z10024
D010361,D01,Z04,Z04007
D010362,D01,Z16,Z16009
D010363,D01,Z10,Z10047
D010364,D01,Z08,Z08014
D010365,D01,Z09,Z09006
D010366,D01,Z09,Z09014
D010368,D01,Z06,Z06008
D010369,D01,Z10,Z10021
D010370,D01,Z12,Z12015
D010371,D01,Z05,Z05008
D010372,D01,Z10,Z10004
D010373,D01,Z06,Z06002
D010374,D01,Z03,Z03003
D010375,D01,Z06,Z06012
D010376,D01,Z06,Z06012
D010377,D01,Z05,Z05022
D010378,D01,Z09,Z09007
D010379,D01,Z10,Z10035
D010380,D01,Z15,Z15004
D010381,D01,Z13,Z13005
D010382,D01,Z15,Z15002
D010383,D01,Z11,Z11010
D010384,D01,Z10,Z10044
D010385,D01,Z05,Z05004
D010386,D01,Z10,Z10011
D010387,D01,Z04,Z04006
D010388,D01,Z17,Z17018
D010389,D01,Z11,Z11017
D010390,D01,Z16,Z16007
D010391,D01,Z01,Z01014
D010392,D01,Z13,Z13001
D010393,D01,Z16,Z16008
D010394,D01,Z17,Z17016
D010395,D01,Z05,Z05006
D010396,D01,Z01,Z01001
D010397,D01,Z17,Z17004
D010398,D01,Z17,Z17002
D010399,D01,Z17,Z17002
D010400,D01,Z15,Z15002
D010401,D01,Z11,Z11015
D010402,D01,Z11,Z11015
D010403,D01,Z12,Z12021
D010404,D01,Z03,Z03005
D010405,D01,Z11,Z11015
D010406,D01,Z14,Z14005
D010407,D01,Z10,Z10034
D010408,D01,Z03,Z03004
D010409,D01,Z17,Z17018
D010410,D01,Z10,Z10016
D010411,D01,Z12,Z12024
D010412,D01,Z10,Z10045
D010413,D01,Z16,Z16013
D010414,D01,Z14,Z14004
D010415,D01,Z16,Z16006
D010416,D01,Z13,Z13004
D010417,D01,Z17,Z17018
D010418,D01,Z16,Z16003
D010419,D01,Z16,Z16001
D010420,D01,Z17,Z17018
D010421,D01,Z07,Z07001
D010422,D01,Z10,Z10024
D010423,D01,Z10,Z10020
D010424,D01,Z17,Z17022
D010425,D01,Z17,Z17019
D010426,D01,Z04,Z04004
D010427,D01,Z10,Z10011
D010428,D01,Z05,Z05008
D010429,D01,Z06,Z06013
D010430,D01,Z04,Z04003
D010431,D01,Z14,Z14005
D010432,D01,Z05,Z05008
D010433,D01,Z05,Z05008
D010434,D01,Z05,Z05009
D010435,D01,Z13,Z13004
D010436,D01,Z12,Z12016
D010437,D01,Z10,Z10043
D010438,D01,Z01,Z01018
D010439,D01,Z11,Z11007
D010440,D01,Z15,Z15002
D010441,D01,Z16,Z16002
D010442,D01,Z10,Z10046
D010443,D01,Z17,Z17017
D010444,D01,Z11,Z11007
D010445,D01,Z11,Z11007
D010446,D01,Z15,Z15004
D010447,D01,Z17,Z17004
D010448,D01,Z17,Z17015
D010449,D01,Z17,Z17018
D010450,D01,Z17,Z17013
D010451,D01,Z10,Z10024
D010452,D01,Z15,Z15003
D010453,D01,Z10,Z10012
D010454,D01,Z15,Z15002
D010455,D01,Z17,Z17003
D010456,D01,Z05,Z05010
D010457,D01,Z10,Z10011
D010458,D01,Z12,Z12017
D010459,D01,Z05,Z05013
D010460,D01,Z17,Z17012
D010461,D01,Z08,Z08007
D010462,D01,Z17,Z17017
D010463,D01,Z08,Z08004
D010464,D01,Z15,Z15003
D010465,D01,Z11,Z11017
D010466,D01,Z10,Z10005
D010467,D01,Z17,Z17005
D010468,D01,Z17,Z17006
D010469,D01,Z14,Z14002
D010470,D01,Z16,Z16013
D010471,D01,Z16,Z16004
D010472,D01,Z16,Z16012
D010473,D01,Z16,Z16010
D010474,D01,Z01,Z01014
D010475,D01,Z15,Z15001
D010476,D01,Z04,Z04004
D010477,D01,Z16,Z16010
D010478,D01,Z16,Z16004
D010479,D01,Z16,Z16016
D010480,D01,Z16,Z16015
D010481,D01,Z16,Z16002
D010482,D01,Z16,Z16010
D010483,D01,Z01,Z01004
D010484,D01,Z16,Z16012
D010485,D01,Z12,Z12017
D010486,D01,Z16,Z16001
D010487,D01,Z04,Z04008
D010488,D01,Z16,Z16012
D010489,D01,Z16,Z16012
D010490,D01,Z16,Z16016
D010491,D01,Z16,Z16010
D010492,D01,Z16,Z16002
D010493,D01,Z16,Z16007
D010494,D01,Z16,Z16002
D010495,D01,Z16,Z16011
D010496,D01,Z16,Z16009
D010497,D01,Z11,Z11019
D010498,D01,Z16,Z16001
D010499,D01,Z16,Z16006
D010500,D01,Z16,Z16013
D010501,D01,Z16,Z16009
D010502,D01,Z16,Z16013
D010503,D01,Z16,Z16007
D010504,D01,Z16,Z16006
D010505,D01,Z16,Z16002
D010506,D01,Z16,Z16014
D010507,D01,Z16,Z16016
D010508,D01,Z16,Z16007
D010509,D01,Z16,Z16006
D010510,D01,Z16,Z16013
D010512,D01,Z16,Z16001
D010513,D01,Z16,Z16005
D010514,D01,Z16,Z16005
D010515,D01,Z04,Z04009
D010516,D01,Z17,Z17018
D010517,D01,Z16,Z16009
D010518,D01,Z15,Z15001
D010519,D01,Z05,Z05011
D010520,D01,Z11,Z11010
D010521,D01,Z10,Z10017
D010522,D01,Z13,Z13004
D010523,D01,Z10,Z10013
D010524,D01,Z10,Z10024
D010525,D01,Z04,Z04004
D010526,D01,Z10,Z10013
D010527,D01,Z10,Z10026
D010528,D01,Z10,Z10013
D010529,D01,Z10,Z10028
D010530,D01,Z10,Z10014
D010531,D01,Z10,Z10011
D010532,D01,Z10,Z10013
D010533,D01,Z10,Z10018
D010534,D01,Z17,Z17009
D010535,D01,Z04,Z04007
D010536,D01,Z11,Z11015
D010537,D01,Z11,Z11001
D010538,D01,Z10,Z10047
D010539,D01,Z10,Z10043
D010540,D01,Z10,Z10017
D010541,D01,Z17,Z17005
D010542,D01,Z10,Z10026
D010543,D01,Z10,Z10041
D010544,D01,Z17,Z17025
D010545,D01,Z16,Z16015
D010546,D01,Z16,Z16006
D010547,D01,Z11,Z11012
D010548,D01,Z16,Z16006
D010549,D01,Z14,Z14006
D010550,D01,Z09,Z09012
D010551,D01,Z04,Z04003
D010552,D01,Z15,Z15005
D010553,D01,Z10,Z10002
D010554,D01,Z11,Z11018
D010555,D01,Z01,Z01018
D010556,D01,Z12,Z12002
D010557,D01,Z11,Z11023
D010558,D01,Z17,Z17009
D010559,D01,Z17,Z17013
D010560,D01,Z10,Z10016
D010561,D01,Z11,Z11004
D010562,D01,Z17,Z17018
D010563,D01,Z07,Z07002
D010564,D01,Z07,Z07001
D010565,D01,Z17,Z17014
D010566,D01,Z10,Z10047
D010567,D01,Z15,Z15003
D010568,D01,Z16,Z16007
D010569,D01,Z16,Z16007
D010570,D01,Z17,Z17007
D010571,D01,Z08,Z08008
D010572,D01,Z08,Z08009
D010573,D01,Z08,Z08009
D010574,D01,Z08,Z08009
D010575,D01,Z14,Z14008
D010576,D01,Z09,Z09014
D010577,D01,Z17,Z17011
D010578,D01,Z10,Z10027
D010579,D01,Z10,Z10002
D010580,D01,Z17,Z17017
D010581,D01,Z17,Z17021
D010582,D01,Z14,Z14002
D010583,D01,Z08,Z08015
D010584,D01,Z08,Z08010
D010585,D01,Z09,Z09015
D010586,D01,Z17,Z17012
D010587,D01,Z17,Z17021
D010588,D01,Z17,Z17007
D010589,D01,Z08,Z08015
D010590,D01,Z10,Z10018
D010591,D01,Z04,Z04008
D010592,D01,Z17,Z17005
D010593,D01,Z04,Z04008
D010594,D01,Z10,Z10042
D010595,D01,Z10,Z10018
D010596,D01,Z10,Z10005
D010597,D01,Z10,Z10027
D010598,D01,Z17,Z17012
D010599,D01,Z03,Z03003
D010600,D01,Z10,Z10014
D010601,D01,Z17,Z17024
D010602,D01,Z08,Z08009
D010603,D01,Z15,Z15004
D010604,D01,Z17,Z17001
D010605,D01,Z17,Z17019
D010606,D01,Z02,Z02001
D010607,D01,Z02,Z02001
D010608,D01,Z02,Z02001
D010609,D01,Z12,Z12019
D010610,D01,Z02,Z02001
D010611,D01,Z02,Z02001
D010612,D01,Z02,Z02001
D010613,D01,Z12,Z12023
D010614,D01,Z17,Z17018
D010615,D01,Z01,Z01001
D010616,D01,Z01,Z01014
D010617,D01,Z04,Z04009
D010618,D01,Z10,Z10047
D010619,D01,Z08,Z08006
D010620,D01,Z12,Z12017
D010621,D01,Z12,Z12002
D010622,D01,Z17,Z17018
D010624,D01,Z17,Z17018
D010625,D01,Z17,Z17009
D010626,D01,Z10,Z10040
D010627,D01,Z16,Z16012
D010629,D01,Z17,Z17001
D010630,D01,Z10,Z10020
D010631,D01,Z10,Z10020
D010632,D01,Z10,Z10021
D010633,D01,Z10,Z10011
D010634,D01,Z10,Z10022
D010635,D01,Z10,Z10011
D010636,D01,Z04,Z04008
D010637,D01,Z15,Z15001
D010638,D01,Z10,Z10022
D010640,D01,Z10,Z10021
D010641,D01,Z10,Z10023
D010642,D01,Z10,Z10022
D010643,D01,Z05,Z05002
D010644,D01,Z10,Z10022
D010645,D01,Z10,Z10011
D010646,D01,Z10,Z10020
D010647,D01,Z10,Z10038
D010648,D01,Z17,Z17020
D010649,D01,Z10,Z10011
D010650,D01,Z06,Z06002
D010651,D01,Z05,Z05013
D010652,D01,Z05,Z05011
D010653,D01,Z09,Z09006
D010654,D01,Z05,Z05011
D010655,D01,Z05,Z05011
D010656,D01,Z05,Z05011
D010657,D01,Z05,Z05011
D010658,D01,Z08,Z08011
D010659,D01,Z04,Z04003
D010660,D01,Z17,Z17018
D010661,D01,Z14,Z14007
D010662,D01,Z10,Z10024
D010663,D01,Z04,Z04008
D010664,D01,Z10,Z10024
D010665,D01,Z10,Z10029
D010666,D01,Z10,Z10017
D010667,D01,Z17,Z17010
D010668,D01,Z10,Z10024
D010669,D01,Z10,Z10024
D010671,D01,Z06,Z06013
D010672,D01,Z04,Z04009
D010673,D01,Z10,Z10025
D010674,D01,Z17,Z17008
D010676,D01,Z10,Z10024
D010677,D01,Z04,Z04004
D010678,D01,Z10,Z10024
D010679,D01,Z10,Z10015
D010680,D01,Z17,Z17019
D010681,D01,Z17,Z17023
D010682,D01,Z17,Z17024
D010683,D01,Z17,Z17007
D010684,D01,Z17,Z17005
D010685,D01,Z17,Z17013
D010686,D01,Z06,Z06009
D010687,D01,Z09,Z09011
D010688,D01,Z12,Z12005
D010689,D01,Z17,Z17018
D010690,D01,Z17,Z17019
D010691,D01,Z07,Z07002
D010692,D01,Z14,Z14003
D010693,D01,Z17,Z17003
D010694,D01,Z09,Z09004
D010695,D01,Z16,Z16016
D010696,D01,Z17,Z17007
D010697,D01,Z17,Z17010
D010698,D01,Z15,Z15003
D010699,D01,Z08,Z08011
D010700,D01,Z08,Z08011
D010701,D01,Z08,Z08011
D010702,D01,Z08,Z08011
D010703,D01,Z08,Z08011
D010704,D01,Z14,Z14007
D010705,D01,Z08,Z08011
D010706,D01,Z14,Z14003
D010707,D01,Z10,Z10047
D010708,D01,Z16,Z16006
D010709,D01,Z12,Z12002
D010710,D01,Z12,Z12015
D010711,D01,Z12,Z12002
D010712,D01,Z12,Z12002
D010713,D01,Z10,Z10002
D010714,D01,Z01,Z01009
D010715,D01,Z10,Z10026
D010716,D01,Z10,Z10047
D010717,D01,Z10,Z10046
D010718,D01,Z17,Z17006
D010719,D01,Z10,Z10026
D010720,D01,Z10,Z10025
D010721,D01,Z10,Z10043
D010722,D01,Z10,Z10017
D010723,D01,Z10,Z10043
D010726,D01,Z10,Z10025
D010727,D01,Z10,Z10025
D010728,D01,Z10,Z10047
D010729,D01,Z17,Z17017
D010730,D01,Z10,Z10017
D010733,D01,Z10,Z10027
D010734,D01,Z10,Z10027
D010735,D01,Z10,Z10025
D010736,D01,Z10,Z10011
D010737,D01,Z12,Z12017
D010738,D01,Z10,Z10047
D010739,D01,Z10,Z10029
D010740,D01,Z10,Z10029
D010741,D01,Z10,Z10029
D010742,D01,Z04,Z04011
D010743,D01,Z10,Z10006
D010744,D01,Z11,Z11017
D010745,D01,Z01,Z01018
D010746,D01,Z16,Z16007
D010747,D01,Z10,Z10017
D010748,D01,Z01,Z01010
D010749,D01,Z03,Z03005
D010750,D01,Z11,Z11010
D010751,D01,Z14,Z14007
D010752,D01,Z11,Z11010
D010753,D01,Z14,Z14007
D010754,D01,Z14,Z14002
D010755,D01,Z11,Z11010
D010756,D01,Z01,Z01016
D010758,D01,Z17,Z17015
D010759,D01,Z10,Z10030
D010760,D01,Z10,Z10030
D010761,D01,Z04,Z04003
D010762,D01,Z10,Z10030
D010763,D01,Z10,Z10009
D010764,D01,Z10,Z10030
D010765,D01,Z10,Z10030
D010766,D01,Z10,Z10024
D010767,D01,Z10,Z10007
D010768,D01,Z11,Z11002
D010769,D01,Z06,Z06002
D010770,D01,Z08,Z08011
D010771,D01,Z05,Z05013
D010772,D01,Z05,Z05008
D010773,D01,Z05,Z05013
D010774,D01,Z06,Z06014
D010775,D01,Z05,Z05001
D010776,D01,Z10,Z10047
D010777,D01,Z10,Z10033
D010778,D01,Z10,Z10019
D010779,D01,Z05,Z05004
D010780,D01,Z17,Z17003
D010781,D01,Z09,Z09015
D010782,D01,Z17,Z17011
D010783,D01,Z17,Z17004
D010784,D01,Z12,Z12016
D010785,D01,Z12,Z12014
D010786,D01,Z12,Z12003
D010787,D01,Z16,Z16008
D010788,D01,Z16,Z16010
D010789,D01,Z17,Z17020
D010790,D01,Z17,Z17020
D010791,D01,Z17,Z17006
D010792,D01,Z05,Z05015
D010793,D01,Z01,Z01017
D010794,D01,Z12,Z12005
D010795,D01,Z12,Z12016
D010796,D01,Z12,Z12006
D010797,D01,Z12,Z12019
D010798,D01,Z12,Z12006
D010799,D01,Z17,Z17009
D010800,D01,Z15,Z15002
D010801,D01,Z12,Z12007
D010802,D01,Z12,Z12005
D010803,D01,Z10,Z10011
D010804,D01,Z16,Z16007
D010805,D01,Z10,Z10020
D010807,D01,Z10,Z10027
D010808,D01,Z09,Z09014
D010809,D01,Z10,Z10024
D010810,D01,Z09,Z09013
D010811,D01,Z08,Z08011
D010812,D01,Z06,Z06010
D010813,D01,Z08,Z08011
D010814,D01,Z10,Z10039
D010815,D01,Z08,Z08011
D010816,D01,Z06,Z06012
D010817,D01,Z06,Z06008
D010818,D01,Z17,Z17016
D010819,D01,Z17,Z17011
D010820,D01,Z17,Z17021
D010821,D01,Z17,Z17021
D010822,D01,Z11,Z11018
D010823,D01,Z10,Z10011
D010824,D01,Z10,Z10039
D010825,D01,Z10,Z10037
D010826,D01,Z10,Z10038
D010827,D01,Z10,Z10040
D010828,D01,Z10,Z10039
D010829,D01,Z10,Z10039
D010830,D01,Z10,Z10032
D010831,D01,Z10,Z10003
D010832,D01,Z04,Z04007
D010833,D01,Z10,Z10039
D010834,D01,Z10,Z10039
D010835,D01,Z10,Z10008
D010836,D01,Z10,Z10020
D010837,D01,Z10,Z10028
D010838,D01,Z10,Z10038
D010839,D01,Z10,Z10039
D010840,D01,Z10,Z10039
D010841,D01,Z10,Z10039
D010842,D01,Z10,Z10045
D010843,D01,Z12,Z12014
D010844,D01,Z03,Z03002
D010845,D01,Z14,Z14001
D010846,D01,Z03,Z03003
D010847,D01,Z03,Z03003
D010848,D01,Z03,Z03002
D010849,D01,Z11,Z11018
D010850,D01,Z03,Z03005
D010851,D01,Z03,Z03001
D010852,D01,Z06,Z06007
D010853,D01,Z17,Z17025
D010854,D01,Z03,Z03003
D010855,D01,Z03,Z03004
D010856,D01,Z03,Z03001
D010857,D01,Z12,Z12019
D010858,D01,Z11,Z11015
D010859,D01,Z03,Z03005
D010860,D01,Z01,Z01009
D010861,D01,Z03,Z03003
D010863,D01,Z03,Z03004
D010864,D01,Z03,Z03001
D010865,D01,Z14,Z14004
D010866,D01,Z15,Z15003
D010867,D01,Z11,Z11012
D010868,D01,Z11,Z11008
D010869,D01,Z06,Z06012
D010870,D01,Z10,Z10018
D010871,D01,Z01,Z01018
D010872,D01,Z01,Z01018
D010873,D01,Z01,Z01018
D010874,D01,Z01,Z01018
D010875,D01,Z17,Z17001
D010876,D01,Z01,Z01018
D010877,D01,Z01,Z01018
D010878,D01,Z01,Z01008
D010879,D01,Z01,Z01018
D010880,D01,Z01,Z01018
D010881,D01,Z01,Z01018
D010882,D01,Z01,Z01018
D010883,D01,Z01,Z01012
D010884,D01,Z17,Z17004
D010885,D01,Z09,Z09011
D010886,D01,Z10,Z10047
D010888,D01,Z10,Z10044
D010889,D01,Z09,Z09006
D010890,D01,Z09,Z09006
D010891,D01,Z17,Z17004
D010892,D01,Z17,Z17007
D010893,D01,Z10,Z10004
D010894,D01,Z10,Z10040
D010895,D01,Z10,Z10041
D010896,D01,Z10,Z10041
D010897,D01,Z10,Z10041
